trait	cell_class	official_regulon_or_TF	MG_RSS_rank	MG_RSS	target_genes	gene_set_size	effect	FDR	status	notes
RE	MG	RORA_+_+_(1128r)	463	0.23466733	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX2_extended_+_+_(62r)	464	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX2_extended_+_+_(62r)	464	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX2_extended_+_+_(62r)	464	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX2_+_+_(62r)	465	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX2_+_+_(62r)	465	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX2_+_+_(62r)	465	0.23289902	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SCRT2_extended_+_+_(257r)	466	0.23236348	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SCRT2_extended_+_+_(257r)	466	0.23236348	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SCRT2_extended_+_+_(257r)	466	0.23236348	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT2_+_+_(992r)	467	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT2_+_+_(992r)	467	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT2_+_+_(992r)	467	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT2_extended_+_+_(992r)	468	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT2_extended_+_+_(992r)	468	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT2_extended_+_+_(992r)	468	0.23149416	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RAX_-_+_(487r)	469	0.23132816	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RAX_-_+_(487r)	469	0.23132816	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RAX_-_+_(487r)	469	0.23132816	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RXRG_extended_+_+_(1237r)	470	0.23044177	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RXRG_extended_+_+_(1237r)	470	0.23044177	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RXRG_extended_+_+_(1237r)	470	0.23044177	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MBNL2_extended_+_-_(77r)	471	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MBNL2_extended_+_-_(77r)	471	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MBNL2_extended_+_-_(77r)	471	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MBNL2_+_-_(77r)	472	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MBNL2_+_-_(77r)	472	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MBNL2_+_-_(77r)	472	0.22941062	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFATC2_+_+_(945r)	473	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFATC2_+_+_(945r)	473	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFATC2_+_+_(945r)	473	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFATC2_extended_+_+_(945r)	474	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFATC2_extended_+_+_(945r)	474	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFATC2_extended_+_+_(945r)	474	0.22907551	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RORA_-_+_(132r)	475	0.22886708	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RORA_-_+_(132r)	475	0.22886708	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RORA_-_+_(132r)	475	0.22886708	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF462_extended_-_+_(13r)	476	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF462_extended_-_+_(13r)	476	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF462_extended_-_+_(13r)	476	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF462_-_+_(13r)	477	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF462_-_+_(13r)	477	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF462_-_+_(13r)	477	0.22860601	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RORA_extended_-_+_(134r)	478	0.2280182	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RORA_extended_-_+_(134r)	478	0.2280182	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RORA_extended_-_+_(134r)	478	0.2280182	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS3_extended_+_+_(936r)	479	0.22733094	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS3_extended_+_+_(936r)	479	0.22733094	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS3_extended_+_+_(936r)	479	0.22733094	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT1_+_+_(991r)	480	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT1_+_+_(991r)	480	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT1_+_+_(991r)	480	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT1_extended_+_+_(991r)	481	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT1_extended_+_+_(991r)	481	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT1_extended_+_+_(991r)	481	0.22603683	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS3_+_+_(773r)	482	0.22596134	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS3_+_+_(773r)	482	0.22596134	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS3_+_+_(773r)	482	0.22596134	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FLI1_extended_+_+_(2494r)	483	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FLI1_extended_+_+_(2494r)	483	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FLI1_extended_+_+_(2494r)	483	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FLI1_+_+_(2494r)	484	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FLI1_+_+_(2494r)	484	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FLI1_+_+_(2494r)	484	0.22595534	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SPI1_extended_+_+_(407r)	485	0.22580317	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SPI1_extended_+_+_(407r)	485	0.22580317	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SPI1_extended_+_+_(407r)	485	0.22580317	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT3_extended_+_+_(622r)	486	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT3_extended_+_+_(622r)	486	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT3_extended_+_+_(622r)	486	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ONECUT3_+_+_(622r)	487	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ONECUT3_+_+_(622r)	487	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ONECUT3_+_+_(622r)	487	0.22578437	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MXI1_-_+_(31r)	488	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MXI1_-_+_(31r)	488	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MXI1_-_+_(31r)	488	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MXI1_extended_-_+_(31r)	489	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MXI1_extended_-_+_(31r)	489	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MXI1_extended_-_+_(31r)	489	0.22482933	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SPI1_+_+_(402r)	490	0.22446095	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SPI1_+_+_(402r)	490	0.22446095	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SPI1_+_+_(402r)	490	0.22446095	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS1_-_-_(28r)	491	0.22406314	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS1_-_-_(28r)	491	0.22406314	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS1_-_-_(28r)	491	0.22406314	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS2_+_+_(1216r)	492	0.22405506	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS2_+_+_(1216r)	492	0.22405506	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS2_+_+_(1216r)	492	0.22405506	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NEUROD2_extended_+_+_(131r)	493	0.22399815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NEUROD2_extended_+_+_(131r)	493	0.22399815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NEUROD2_extended_+_+_(131r)	493	0.22399815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX3_extended_+_+_(546r)	494	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX3_extended_+_+_(546r)	494	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX3_extended_+_+_(546r)	494	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX3_+_+_(546r)	495	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX3_+_+_(546r)	495	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX3_+_+_(546r)	495	0.22256739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SCRT1_extended_+_+_(277r)	496	0.22254092	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SCRT1_extended_+_+_(277r)	496	0.22254092	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SCRT1_extended_+_+_(277r)	496	0.22254092	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF385D_-_+_(81r)	497	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF385D_-_+_(81r)	497	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF385D_-_+_(81r)	497	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF385D_extended_-_+_(81r)	498	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF385D_extended_-_+_(81r)	498	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF385D_extended_-_+_(81r)	498	0.22239833	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PRDM1_extended_+_+_(179r)	499	0.2210055	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PRDM1_extended_+_+_(179r)	499	0.2210055	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PRDM1_extended_+_+_(179r)	499	0.2210055	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX1_extended_+_+_(930r)	500	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX1_extended_+_+_(930r)	500	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX1_extended_+_+_(930r)	500	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RUNX1_+_+_(930r)	501	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RUNX1_+_+_(930r)	501	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RUNX1_+_+_(930r)	501	0.2206305	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	TFAP2D_+_+_(41r)	502	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	TFAP2D_+_+_(41r)	502	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	TFAP2D_+_+_(41r)	502	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	TFAP2D_extended_+_+_(41r)	503	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	TFAP2D_extended_+_+_(41r)	503	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	TFAP2D_extended_+_+_(41r)	503	0.22020888	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LYL1_+_-_(15r)	504	0.21954567	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LYL1_+_-_(15r)	504	0.21954567	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LYL1_+_-_(15r)	504	0.21954567	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LYL1_extended_+_-_(15r)	505	0.21954567	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
